| default                  | NULL |
| astra-prod@list.acme.com  | Tags: [aws:cloudformation:logical-id: SgBIASAccess, Component: vpc, aws:cloudformation:stack-name: SG-AEG-DEF-W2-PROD-ARRIS, Env: prod, Owner: am988w@att.com, aws:cloudformation:stack-id: arn:aws:cloudformation:us-west-2:367800898930:stack/SG-AEG-DEF-W2-PROD-ARRIS/dca69900-4cd9-11e8-9a70-50a686fc379a, App: aws core]                                   |
| bruce.clark@acme.com           | NULL                                                                                                                                                                                                                                                                                                                                                            |
| bruce.smith@acme.com           | NULL                                                                                                                                                                                                                                                                                                                                                            |
| daniel.cook@acme.com           | NULL                                                                                                                                                                                                                                                                                                                                                            |
| ethan.smith@acme.com     | NULL                                                                                                                                                                                                                                                                                                                                                            |
| madison.smith@sstech.us           | NULL                                                                                                                                                                                                                                                                                                                                                            |
| noah.wayne@acme.com           | NULL                                                                                                                                                                                                                                                                                                                                                            |
| ray.smith@acme.com           | NULL                                                                                                                                                                                                                                                                                                                                                            |
| mason.wayne@acme.com           | NULL                                                                                                                                                                                                                                                                                                                                                            |
| flash.knight@acme.com           | NULL                                                                                                                                                                                                                                                                                                                                                            |
| system                   | Tags: [owner: cn297c, Requestor: cnadgonde@deloitte.com, CostCenter: 8675309, name: platform_logs_to_elk, AppName: skunkworks2018, maid_status: Resource does not meet policy: notify@2018/11/20, AppId: platform_logs_to_elk, Environment: pr, Name: platform_logs_to_elk-sg, Department: Cloud Architecture, ProjectCode: FY17SkunkWorksEnv, DataClass: Low]  |
