| default                  | UserLogOnEvent                     | 5     |
| default                  | UserAssumeRoleEvent                | 1     |
| default                  | CloudSecGroupImportedEvent         | 5     |
| astra-prod@list.acme.com  | AwsAccountAddEvent                 | 2     |
| astra-prod@list.acme.com  | AzureCloudAccountAddEvent          | 1     |
| astra-prod@list.acme.com  | CloudAccountRenameEvent            | 5     |
| astra-prod@list.acme.com  | CloudSecGroupImportedEvent         | 55    |
| bruce.clark@acme.com           | NewUserCreatedEvent                | 1     |
| bruce.clark@acme.com           | CloudSecGroupImportedEvent         | 2     |
| bruce.clark@acme.com           | UserLogOnEvent                     | 4     |
| bruce.clark@acme.com           | UserPermissionsUpdatedEvent        | 7     |
| bruce.smith@acme.com           | UserLogOnEvent                     | 1     |
| bruce.smith@acme.com           | CloudSecGroupImportedEvent         | 3     |
| daniel.cook@acme.com           | UserLogOnEvent                     | 2     |
| daniel.cook@acme.com           | CloudSecGroupImportedEvent         | 2     |
| ethan.smith@acme.com     | UserAssumeRoleEvent                | 2     |
| ethan.smith@acme.com     | CloudSecGroupImportedEvent         | 3     |
| madison.smith@sstech.us           | UserLogOnEvent                     | 4     |
| madison.smith@sstech.us           | CloudSecGroupImportedEvent         | 4     |
| noah.wayne@acme.com           | UserLogOnEvent                     | 1     |
| noah.wayne@acme.com           | CloudSecGroupImportedEvent         | 2     |
| ray.smith@acme.com           | UserLogOnEvent                     | 1     |
| ray.smith@acme.com           | CloudSecGroupImportedEvent         | 1     |
| mason.wayne@acme.com           | UserLogOnEvent                     | 1     |
| mason.wayne@acme.com           | CloudSecGroupImportedEvent         | 1     |
| flash.knight@acme.com           | UserLogOnEvent                     | 2     |
| flash.knight@acme.com           | CloudSecGroupImportedEvent         | 1     |
| test1-us-east-2          | UserLogOnEvent                     | 1     |
| test1-us-east-2          | CloudSecGroupImportedEvent         | 1     |
| test2-us-east-2          | CloudSecGroupImportedEvent         | 1     |
| test3-us-east-2          | UserLogOnEvent                     | 1     |
| test1-us-west-1          | CloudSecGroupImportedEvent         | 1     |
| test2-us-west-1          | CloudSecGroupImportedEvent         | 1     |
| test3-us-west-1          | UserLogOnEvent                     | 1     |
| test1-eu-west-2          | CloudSecGroupImportedEvent         | 1     |
| test2-eu-west-2          | UserLogOnEvent                     | 1     |
| test3-eu-west-2          | CloudSecGroupImportedEvent         | 1     |
